date,title,artist,peakPos,lastPos,weeks,rank,change
7/8/00,More,Trace Adkins,65,83,11,92,-9
7/8/00,Otherside,Red Hot Chili Peppers,14,29,22,45,-16
7/8/00,Riddle,En Vogue,92,97,4,100,-3
7/8/00,You Owe Me,NAS Featuring Ginuwine,59,95,16,96,-1
7/8/78,Baby Hold On,Eddie Money,11,95,20,99,-4
7/8/78,"God Knows/Baby, I'm Yours",Debby Boone,74,74,7,90,-16
7/8/78,Oh What A Night For Dancing,Barry White,24,71,11,92,-21
7/8/78,On Broadway,George Benson,7,58,18,100,-42
7/8/78,So Hard Livin' Without You,Airwaves,62,93,6,97,-4
7/8/78,Warm Ride,Rare Earth,39,77,11,94,-17
7/8/72,Cat's Eye In The Window,Tommy James,90,90,4,91,-1
7/8/72,I Don't Need No Doctor,New Riders Of The Purple Sage,81,86,5,81,5
7/8/72,I Saw The Light,Todd Rundgren,16,37,14,53,-16
7/8/72,It Doesn't Matter,Stephen Stills,61,64,7,65,-1
7/8/72,Living In A House Divided,Cher,22,22,8,30,-8
7/8/72,Papa Was A Rollin' Stone,The Undisputed Truth,63,63,5,68,-5
7/8/72,Powder Blue Mercedes Queen,The Raiders,54,54,8,54,0
7/8/72,Sylvia's Mother,Dr. Hook And The Medicine Show,5,17,15,29,-12
7/8/72,Tell Me This Is A Dream,The Delfonics,86,91,3,86,5
7/8/72,Vaya Con Dios,Dawn Featuring Tony Orlando,95,96,3,95,1
7/8/72,You Said A Bad Word,Joe Tex,41,42,8,41,1
7/8/89,Closer Than Friends,Surface,57,92,13,96,-4
7/8/89,Praying To A New God,Wang Chung,63,78,7,100,-22
7/8/95,I Live My Life For You,Firehouse,26,80,20,79,1
7/8/95,I'll Be Around,Rappin' 4-Tay Featuring The Spinners,39,87,16,98,-11
7/8/95,I'm Goin' Down,Mary J. Blige,22,92,14,95,-3
7/8/95,Take A Bow,Madonna,1,44,30,44,0
7/8/95,Thank You,Boyz II Men,21,89,20,91,-2
7/7/79,Ain't Love A Bitch,Rod Stewart,22,54,12,94,-40
7/7/79,Deeper Than The Night,Olivia Newton-John,11,49,13,90,-41
7/7/79,Heart Of Glass,Blondie,1,63,21,98,-35
7/7/79,Hot Number,Foxy,21,62,15,97,-35
7/7/79,Love Is The Answer,England Dan & John Ford Coley,10,61,18,96,-35
7/7/73,Back When My Hair Was Short,Gunhill Road,40,49,15,62,-13
7/7/73,Hocus Pocus,Focus,9,37,19,81,-44
7/7/73,Kids Say The Darndest Things,Tammy Wynette,72,72,4,74,-2
7/7/73,Let's Pretend,Raspberries,35,35,16,57,-22
7/7/73,Love And Happiness,Earnest Jackson,58,58,6,72,-14
7/7/73,The Free Electric Band,Albert Hammond,48,55,11,64,-9
7/7/73,Wildflower,Skylark,9,33,21,79,-46
7/7/73,You Are The Sunshine Of My Life,Stevie Wonder,1,42,17,55,-13
7/7/90,Chain Of Fools,Little Caesar,88,90,4,95,-5
7/7/90,Coming Of Age,Damn Yankees,60,86,12,96,-10
7/7/90,Jealous Again,The Black Crowes,75,82,9,97,-15
7/7/90,Show Me,Howard Hewett,62,84,7,99,-15
7/7/90,The Heart Of The Matter,Don Henley,21,85,21,100,-15
7/7/90,This Old Heart Of Mine,Rod Stewart With Ronald Isley,10,74,16,94,-20
7/7/90,What It Takes,Aerosmith,9,77,17,98,-21
7/7/84,Break-A-Way,Tracey Ullman,70,70,4,100,-30
7/7/84,My Ever Changing Moods,The Style Council,29,76,14,98,-22
7/7/84,Rock You Like A Hurricane,Scorpions,25,79,16,97,-18
7/7/84,The Ghost In You,Psychedelic Furs,59,81,9,96,-15
7/7/84,The Lebanon,The Human League,64,64,5,93,-29
7/7/84,Whisper To A Scream (Birds Fly),Icicle Works,37,72,12,99,-27
7/6/74,I'm Falling In Love With You,Little Anthony And The Imperials,86,86,4,88,-2
7/6/74,If You Go Away,Terry Jacks,68,68,5,72,-4
7/6/74,Mr. President,Dickie Goodman,73,82,4,73,9
7/6/74,Oh Very Young,Cat Stevens,10,38,17,47,-9
7/6/74,Silly Milly,Blue Swede,71,71,4,75,-4
7/6/74,That Song Is Driving Me Crazy,Tom T. Hall,63,67,4,63,4
7/6/74,The Entertainer,"Marvin Hamlisch/""The Sting""",3,22,16,23,-1
7/6/74,The Same Love That Made Me Laugh,Bill Withers,50,59,13,64,-5
7/6/74,Wake Up And Love Me,April,93,93,4,100,-7
7/6/74,When The Morning Comes,Hoyt Axton,54,54,6,54,0
7/6/74,Wildflower,The New Birth,45,56,9,62,-6
7/6/85,Dangerous,Natalie Cole,57,73,10,94,-21
7/6/85,Lucky In Love,Mick Jagger,38,86,11,99,-13
7/6/85,New Attitude,Patti LaBelle,17,91,21,100,-9
7/6/85,Obsession,Animotion,6,92,24,97,-5
7/6/85,One Night In Bangkok,Murray Head,3,79,20,87,-8
7/6/85,Say You're Wrong,Julian Lennon,21,71,12,90,-19
7/6/85,See What Love Can Do,Eric Clapton,89,90,2,89,1
7/6/96,1979,The Smashing Pumpkins,12,46,22,47,-1
7/6/96,Boom Biddy Bye Bye,Cypress Hill,87,93,3,98,-5
7/6/96,Chains,Tina Arena,38,81,12,90,-9
7/6/96,Feel The Music,Planet Soul Featuring Brenda Dee,73,0,10,97,Re-Entry
7/6/96,Mr. Ice Cream Man,Master P,90,99,9,100,-1
7/6/96,The World I Know,Collective Soul,19,45,34,49,-4
7/6/91,I Touch Myself,Divinyls,4,70,18,94,-24
7/6/91,Joyride,Roxette,1,59,19,89,-30
7/6/91,Love Gets Rough,Troy Newman,92,92,4,93,-1
7/6/91,What Comes Naturally,Sheena Easton,19,66,15,83,-17
7/6/91,Where The Streets Have No Name,Pet Shop Boys,72,83,7,100,-17
7/6/91,Written All Over Your Face,The Rude Boys,16,76,18,97,-21
7/5/80,And The Cradle Will Rock...,Van Halen,55,55,7,92,-37
7/5/80,Another Brick In The Wall (Part II),Pink Floyd,1,94,25,94,0
7/5/80,Back Together Again,Roberta Flack With Donny Hathaway,56,98,8,95,3
7/5/80,Dancing With The Mountains,John Denver,97,97,3,97,0
7/5/80,Power,The Temptations,43,95,9,100,-5
7/5/80,Ride Like The Wind,Christopher Cross,2,63,21,96,-33
7/5/80,Sexy Eyes,Dr. Hook,5,57,21,98,-41
7/5/80,Shotgun Rider,Joe Sun,71,71,6,99,-28
7/5/80,Time For Me To Fly,REO Speedwagon,56,77,13,86,-9
7/5/80,Twilight Zone/Twilight Tone,The Manhattan Transfer,30,62,12,93,-31
7/5/80,We Live For Love,Pat Benatar,27,49,14,91,-42
7/5/75,Baby That's Backatcha,Smokey Robinson,26,26,11,31,-5
7/5/75,Black Friday,Steely Dan,37,37,7,42,-5
7/5/75,I'll Do For You Anything You Want Me To,Barry White,40,40,7,46,-6
7/5/75,Mister Magic,"Grover Washington, Jr.",54,58,10,54,4
7/5/75,Old Days,Chicago,5,41,11,45,-4
7/5/75,Please Pardon Me (You Remind Me Of A Friend),Rufus Featuring Chaka Khan,48,48,6,61,-13
7/5/75,T-R-O-U-B-L-E,Elvis Presley,35,44,9,68,-24
7/5/75,Top Of The World (Make My Reservation),Canyon,98,0,1,98,New
7/5/86,Addicted To Love,Robert Palmer,1,61,22,99,-38
7/5/86,Female Intuition,Mai Tai,71,73,7,100,-27
7/5/86,I Must Be Dreaming,Giuffria,52,80,10,91,-11
7/5/86,If Your Heart Isn't In It,Atlantic Starr,57,82,12,90,-8
7/5/86,Listen Like Thieves,INXS,54,62,9,89,-27
7/5/86,Move Away,Culture Club,12,57,14,92,-35
7/5/97,Da' Dip,MC Luscious Featuring Kinsui,82,82,4,82,0
7/5/97,Don't Let Go (Love),En Vogue,2,41,35,44,-3
7/5/97,Here's Your Sign (Get The Picture),Bill Engvall With Special Guest Travis Tritt,43,62,20,65,-3
7/5/97,Just Another Day,John Mellencamp,46,81,20,85,-4
7/5/97,Secret Garden,Bruce Springsteen,19,40,23,42,-2
7/5/97,"Step By Step (From ""The Preacher's Wife"")",Whitney Houston,15,97,17,100,-3
7/4/87,Boy Blue,Cyndi Lauper,71,74,4,89,-15
7/4/87,Certain Things Are Likely,K.T.P.,97,98,4,100,-2
7/4/87,I Know What I Like,Huey Lewis & The News,9,65,14,87,-22
7/4/87,If I Was Your Girlfriend,Prince,67,92,6,98,-6
7/4/87,She Don't Look Back,Dan Fogelberg,84,88,6,96,-8
7/4/87,Variety Tonight,REO Speedwagon,60,90,9,97,-7
7/4/87,Weapons Of Love,The Truth,65,77,9,90,-13
7/4/87,You Can Call Me Al,Paul Simon,23,80,29,99,-19
7/4/81,Arc Of A Diver,Steve Winwood,48,89,9,96,-7
7/4/81,Brooklyn Girls,Robbie Dupree,54,77,7,99,-22
7/4/81,Give A Little Bit More,Cliff Richard,41,85,11,98,-13
7/4/81,I Can Take Care Of Myself,Billy & The Beaters,39,62,11,92,-30
7/4/81,I Missed Again,Phil Collins,19,93,16,97,-4
7/4/81,Lovin' The Night Away,The Dillman Band,45,59,9,100,-41
7/4/81,Morning Train (Nine To Five),Sheena Easton,1,86,21,93,-7
7/4/81,She Did It,Michael Damian,69,69,6,82,-13
7/4/81,Yearning For Your Love,The Gap Band,60,82,7,94,-12
7/4/98,Blue On Black,The Kenny Wayne Shepherd Band,78,93,10,99,-6
7/4/98,Hooked On A Feeling (Ooga-Chaka),Baby Talk,71,85,6,93,-8
7/4/98,Just Be Straight With Me,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",57,87,16,97,-10
7/4/98,My Heart Will Go On,Deja Vu,58,96,17,100,-4
7/4/98,One Of These Days,Tim McGraw,74,88,10,96,-8
7/4/98,This Is How We Party,S.O.A.P.,51,69,12,91,-22
7/4/92,3-2-1 Pump,Redhead Kingpin & The F.B.I.,52,74,15,84,-10
7/4/92,Everything Changes,Kathy Troccoli,14,61,20,74,-13
7/4/92,Human Touch/Better Days,Bruce Springsteen,16,87,16,91,-4
7/4/92,Innocent Child,Colourhaus,50,78,10,95,-17
7/4/92,Love Me,Tracie Spencer,48,72,15,83,-11
7/4/92,Make It Happen,Mariah Carey,5,50,20,55,-5
7/4/92,Nothing Else Matters,Metallica,34,88,15,97,-9
7/4/92,Smells Like Nirvana,"""Weird Al"" Yankovic",35,75,11,85,-10
7/4/92,The Choice Is Yours,Black Sheep,57,86,19,100,-14
7/3/76,"Baretta's Theme (""Keep Your Eye On The Sparrow"")",Rhythm Heritage,20,37,13,97,-60
7/3/76,Boogie Fever,The Sylvers,1,49,21,99,-50
7/3/76,Happy Days,Pratt & McClain with Brother Love,5,32,14,65,-33
7/3/76,Norma Jean Wants To Be A Movie Star,Sundown Company,84,84,5,84,0
7/3/76,Open,Smokey Robinson,81,83,9,81,2
7/3/76,Rhiannon (will You Ever Win),Fleetwood Mac,11,42,18,98,-56
7/3/76,Vaya Con Dios,Freddy Fender,59,59,6,96,-37
7/3/71,Bridge Over Troubled Water/Brand New Me,Aretha Franklin,6,21,12,33,-12
7/3/71,Give Up Your Guns,The Buoys,84,86,3,84,2
7/3/71,I Don't Know How To Love Him,Helen Reddy,13,23,20,32,-9
7/3/71,I Need Someone (To Love Me),Z.Z. Hill,86,87,3,86,1
7/3/71,I'll Meet You Halfway,The Partridge Family Starring Shirley Jones Featuring David Cassidy,9,11,9,21,-10
7/3/71,Joy To The World,Three Dog Night,1,12,17,31,-19
7/3/71,Spinning Around (I Must Be Falling In Love),The Main Ingredient,52,52,9,58,-6
7/3/71,Take My Hand,Kenny Rogers & The First Edition,91,93,2,91,2
7/3/71,Tarkio Road,Brewer And Shipley,55,55,8,69,-14
7/3/71,The Sound Of Silence,Peaches & Herb,100,100,2,100,0
7/3/71,You Gotta Have Love In Your Heart,The Supremes & Four Tops,55,56,5,55,1
7/3/82,Did It In A Minute,Daryl Hall John Oates,9,86,16,98,-12
7/3/82,Don't Talk,Larry Lee,81,82,2,81,1
7/3/82,Dreamin',John Schneider,45,70,8,96,-26
7/3/82,Happy Man,Greg Kihn Band,62,85,7,97,-12
7/3/82,I Don't Know Where To Start,Eddie Rabbitt,35,90,13,100,-10
7/3/82,Just Another Day In Paradise,Bertie Higgins,46,74,10,89,-15
7/3/82,Run For The Roses,Dan Fogelberg,18,87,14,99,-12
7/3/82,So Fine,The Oak Ridge Boys,76,76,4,94,-18
7/3/99,Anything But Down,Sheryl Crow,49,89,13,93,-4
7/3/99,Back 2 Good,matchbox 20,24,40,28,45,-5
7/3/99,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,2,34,28,44,-10
7/3/99,It Ain't My Fault 1 & 2,Silkk The Shocker Featuring Mystikal,18,91,18,98,-7
7/3/99,Let Me Know,Cam'ron,99,99,2,99,0
7/3/99,You,Jesse Powell,10,64,20,77,-13
7/3/93,Alibis,Tracy Lawrence,72,86,12,96,-10
7/3/93,Comforter,Shai,10,40,24,50,-10
7/3/93,If I Ever Lose My Faith In You,Sting,17,79,20,79,0
7/3/93,It's My Life,Dr. Alban,88,94,11,100,-6
7/3/93,Love U More,Sunscreem,36,89,19,90,-1
7/3/93,Should've Been A Cowboy,Toby Keith,93,93,2,97,-4
7/3/93,So Alone,Men At Large,31,77,20,87,-10
7/3/93,"The Crying Game (From ""The Crying Game"")",Boy George,15,80,17,94,-14
7/3/93,Typical Reasons (Swing My Way),Prince Markie Dee And The Soul Convention,64,95,14,99,-4
7/2/77,Do What You Wanna Do,T-Connection,46,52,17,94,-42
7/2/77,Hello Stranger,Yvonne Elliman,15,77,16,100,-23
7/2/77,Hotel California,Eagles,1,58,19,83,-25
7/2/77,Lido Shuffle,Boz Scaggs,11,68,17,98,-30
7/2/77,Lose Again,Linda Ronstadt,76,76,5,76,0
7/2/77,Peace Of Mind,Boston,38,38,8,65,-27
7/2/77,People In Love,10cc,40,40,7,78,-38
7/2/77,Southern Nights,Glen Campbell,1,96,21,96,0
7/2/77,This Will Be A Night To Remember,Eddie Holman,90,90,2,90,0
7/2/77,Uptown Festival (Part 1),Shalamar,25,45,17,79,-34
7/2/77,Whodunit,Tavares,22,97,15,97,0
7/2/88,Always On My Mind,Pet Shop Boys,4,77,15,100,-23
7/2/88,Blue Monday 1988,New Order,68,94,10,94,0
7/2/88,"Da'Butt (From The ""School Daze"" Soundtrack)",E.U.,35,78,12,96,-18
7/2/88,Dreaming,Orchestral Manoeuvres In The Dark,16,69,17,92,-23
7/2/88,Electric Blue,Icehouse,7,65,21,85,-20
7/2/88,Rooty Toot Toot,John Mellencamp,61,86,8,99,-13
7/2/88,Strange But True,Times Two,21,81,17,98,-17
7/2/88,Take It While It's Hot,Sweet Sensation,57,87,13,97,-10
7/2/88,Wait On Love,Michael Bolton,79,79,6,90,-11
7/2/88,When You Walk In The Room,Paul Carrack,90,90,3,95,-5
7/2/88,Wishing Well,Terence Trent D'Arby,1,66,25,83,-17
7/2/83,Billie Jean,Michael Jackson,1,73,24,98,-25
7/2/83,Cool Places,Sparks & Jane Wiedlin,49,65,12,92,-27
7/2/83,Der Kommissar,After The Fire,5,86,21,100,-14
7/2/83,Drop The Pilot,Joan Armatrading,78,78,6,86,-8
7/2/83,I Won't Hold You Back,Toto,10,62,17,99,-37
7/2/83,Love Is The Key,Maze Featuring Frankie Beverly,80,80,5,94,-14
7/2/83,Photograph,Def Leppard,12,56,17,84,-28
7/2/94,Cleopatra's Cat,Spin Doctors,84,84,3,94,-10
7/2/94,Comin' On Strong,Sudden Change,56,77,17,93,-16
7/2/94,Low,Cracker,64,93,13,97,-4
7/2/94,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,9,58,20,66,-8
7/2/94,Without You/Never Forget You,Mariah Carey,3,39,23,46,-7
7/1/00,Been There,Clint Black With Steve Wariner,44,95,20,100,-5
7/1/00,Bye Bye Bye,'N Sync,4,34,23,40,-6
7/1/00,Graduation (Friends Forever),Vitamin C,38,57,12,87,-30
7/1/00,It Feels So Good,Sonique,8,38,24,49,-11
7/1/00,Only God Knows Why,Kid Rock,19,69,20,78,-9
7/1/78,Ca Plane Pour Moi,Plastic Bertrand,47,61,10,92,-31
7/1/78,Cheeseburger In Paradise,Jimmy Buffett,32,59,11,94,-35
7/1/78,Disco Inferno,The Trammps,11,92,29,99,-7
7/1/78,Georgia On My Mind,Willie Nelson,84,84,6,97,-13
7/1/78,The Closer I Get To You,Roberta Flack With Donny Hathaway,2,72,20,98,-26
7/1/78,This Time I'm In It For Love,Player,10,93,17,100,-7
7/1/72,Automatically Sunshine,The Supremes,37,48,9,52,-4
7/1/72,Diary,Bread,15,20,11,41,-21
7/1/72,Hushabye,Robert John,99,100,2,99,1
7/1/72,Immigration Man,Graham Nash & David Crosby,36,36,9,40,-4
7/1/72,It's Going To Take Some Time,Carpenters,12,25,10,35,-10
7/1/72,It's The Same Old Love,The Courtship,93,93,2,97,-4
7/1/72,Morning Has Broken,Cat Stevens,6,17,14,24,-7
7/1/72,The First Time Ever I Saw Your Face,Roberta Flack,1,18,18,36,-18
7/1/72,Tumbling Dice,The Rolling Stones,7,24,10,33,-9
7/1/72,Walkin' In The Rain With The One I Love,Love Unlimited,14,21,14,31,-10
7/1/72,Woman's Gotta Have It,(The Preacher) Bobby Womack,60,65,9,65,0
7/1/89,Funky Cold Medina,Tone-Loc,3,74,18,84,-10
7/1/89,Girl You Know It's True,Milli Vanilli,2,80,26,100,-20
7/1/89,I Wanna Be The One,Stevie B,32,84,20,94,-10
7/1/89,"Iko Iko (From ""Rain Man"")",The Belle Stars,14,69,18,83,-14
7/1/89,Like A Prayer,Madonna,1,73,16,98,-25
7/1/89,Pop Song 89,R.E.M.,86,86,4,99,-13
7/1/89,Second Chance,Thirty Eight Special,6,68,21,88,-20
7/1/89,She Drives Me Crazy,Fine Young Cannibals,1,75,23,96,-21
7/1/95,Another Night,Real McCoy,3,46,45,49,-3
7/1/95,Lick It,Roula,72,95,15,99,-4
7/1/95,Like The Way I Do/If I Wanted To,Melissa Etheridge,16,56,20,66,-10
7/1/95,Mr. Personality,Gillette,42,97,18,97,0
7/1/95,Until The End Of Time,Foreigner,42,92,16,93,-1
7/1/95,You Gotta Be,Des'ree,5,44,44,48,-4
6/12/76,Bohemian Rhapsody,Queen,9,59,24,93,-34
6/12/76,Disco Lady,Johnnie Taylor,1,56,19,99,-43
6/12/76,It's Over,Boz Scaggs,38,38,10,48,-10
6/12/76,Lonely Teardrops,Narvel Felts,62,67,4,62,5
6/12/76,Love Really Hurts Without You,Billy Ocean,22,36,11,100,-64
6/12/76,Save Your Kisses For Me,Bobby Vinton,75,80,3,75,5
6/12/76,Still Crazy After All These Years,Paul Simon,40,40,7,79,-39
6/12/76,Strange Magic,Electric Light Orchestra,14,25,14,44,-19
6/12/76,Touch And Go,"Ecstasy, Passion & Pain Featuring Barbara Roy",98,100,2,98,2
6/12/76,Young Blood,Bad Company,20,28,13,64,-36
6/12/71,And I Love You So,Bobby Goldsboro,83,83,6,83,0
6/12/71,Been Too Long On The Road,Mark Lindsay,98,0,1,98,New
6/12/71,Brownsville,Joy Of Cooking,66,67,8,67,0
6/12/71,Call Me Up In Dreamland,Van Morrison,95,98,2,95,3
6/12/71,Flim Flam Man,Barbra Streisand,82,82,5,82,0
6/12/71,Hot Love,T. Rex,72,72,6,76,-4
6/12/71,I Cried,James Brown,50,50,6,66,-16
6/12/71,If,Bread,4,18,12,25,-7
6/12/71,It's So Hard For Me To Say Good-Bye,Eddie Kendricks,88,90,3,88,2
6/12/71,L.A. International Airport,Susan Raye,54,54,9,61,-7
6/12/71,Put Your Hand In The Hand,Ocean,2,12,14,24,-12
6/12/71,Reach Out I'll Be There,Diana Ross,29,39,7,39,0
6/12/71,The Court Room,Clarence Carter,61,61,6,65,-4
6/12/71,Toast And Marmalade For Tea,Tin Tin,20,34,11,40,-6
6/12/82,A Night To Remember,Shalamar,44,44,10,93,-49
6/12/82,I Know What Boys Like,The Waitresses,62,62,6,96,-34
6/12/82,Old Fashioned Love,Smokey Robinson,60,91,9,100,-9
6/12/82,Still In Saigon,The Charlie Daniels Band,22,22,12,90,-68
6/12/82,Wake Up Little Susie,Simon & Garfunkel,27,27,11,92,-65
6/12/99,All Night Long,Faith Evans Featuring Puff Daddy,9,84,19,82,2
6/12/99,Angel,Sarah McLachlan,4,36,28,48,-12
6/12/99,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,19,43,37,44,-1
6/12/99,Hate Me Now,NAS Featuring Puff Daddy,62,95,8,99,-4
6/12/99,Maybe Not Tonight,Sammy Kershaw & Lorrie Morgan,86,90,5,94,-4
6/12/99,Ordinary Life,Chad Brock,39,96,17,100,-4
6/12/99,Save Tonight,Eagle-Eye Cherry,5,47,28,50,-3
6/12/99,Stranger In My Mirror,Randy Travis,81,85,4,81,4
6/12/93,Buddy X,Neneh Cherry,43,81,12,96,-15
6/12/93,I See Your Smile,Gloria Estefan,48,76,17,100,-24
6/12/93,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,4,44,23,45,-1
6/12/93,Romeo,Dolly Parton & Friends,50,95,14,99,-4
6/12/93,Simple Life,Elton John,30,64,16,98,-34
6/12/93,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,13,93,38,95,-2
6/12/93,The Morning Papers,Prince And The New Power Generation,44,82,11,97,-15
6/11/77,Burnin' Sky,Bad Company,78,81,4,78,3
6/11/77,Feel The Need,Detroit Emeralds,90,93,5,91,2
6/11/77,I Need A Man,Grace Jones,83,86,6,83,3
6/11/77,Only Love Can Break A Heart,Bobby Vinton,99,99,2,100,-1
6/11/77,Ridin' The Storm Out,REO Speedwagon,94,94,3,94,0
6/11/77,Show You The Way To Go,The Jacksons,28,61,10,69,-8
6/11/77,So High (rock Me Baby And Roll Me Away),Dave Mason,89,89,3,89,0
6/11/77,This Girl (Has Turned Into A Woman),Mary Macgregor,46,71,8,76,-5
6/11/77,This Is The Way That I Feel,Marie Osmond,39,39,8,50,-11
6/11/88,Endless Summer Nights,Richard Marx,2,83,21,99,-16
6/11/88,Get It,Stevie Wonder & Michael Jackson,80,94,6,98,-4
6/11/88,Girlfriend,Pebbles,5,75,20,95,-20
6/11/88,I Wish I Had A Girl,Henry Lee Summer,20,82,18,94,-12
6/11/88,Love Struck,Jesse Johnson,78,90,8,100,-10
6/11/88,One Good Reason,Paul Carrack,28,69,13,93,-24
6/11/88,Only A Memory,The Smithereens,92,92,4,97,-5
6/11/88,Something Just Ain't Right,Keith Sweat,79,81,5,92,-11
6/11/83,Dancing In The Shadows,After The Fire,85,85,3,88,-3
6/11/83,Fool Moon Fire,Walter Egan,46,73,10,97,-24
6/11/83,Front Page Story,Neil Diamond,65,91,8,98,-7
6/11/83,I Couldn't Say No,Robert Ellis Orral With Carlene Carter,32,71,12,94,-23
6/11/83,It Might Be You,Stephen Bishop,25,78,20,90,-12
6/11/83,Mr. Roboto,Styx,3,49,18,72,-23
6/11/83,So Wrong,Patrick Simmons,30,86,13,99,-13
6/11/83,Some Kind Of Friend,Barry Manilow,26,75,16,95,-20
6/11/83,Welcome To Heartlight,Kenny Loggins,24,93,14,100,-7
6/11/83,Why Me?,Planet P,64,84,9,96,-12
6/11/83,You Can't Run From Love,Eddie Rabbitt,55,83,8,93,-10
6/11/94,Because Of Love,Janet Jackson,10,54,20,62,-8
6/11/94,Breathe Again,Toni Braxton,3,37,35,39,-2
6/11/94,Everyday,Phil Collins,24,52,20,49,3
6/11/94,Gin And Juice,Snoop Doggy Dogg,8,45,20,58,-13
6/11/94,I've Been Thinking About You,Jocelyn Enriquez,80,89,11,98,-9
6/11/94,Leavin',Tony Toni Tone,82,85,5,85,0
6/11/94,Rock And Roll Dreams Come Through,Meat Loaf,13,82,20,92,-10
6/10/00,From The Bottom Of My Broken Heart,Britney Spears,14,86,20,90,-4
6/10/00,How Do You Like Me Now?!,Toby Keith,31,52,20,54,-2
6/10/00,I Don't Wanna,Aaliyah,35,83,20,86,-3
6/10/00,I Like It,Sammie,24,91,20,89,2
6/10/00,I Need To Know,Marc Anthony,3,48,40,48,0
6/10/00,Lessons Learned,Tracy Lawrence,40,99,20,100,-1
6/10/00,No Me Dejes De Querer,Gloria Estefan,77,0,1,77,New
6/10/00,Show Me The Meaning Of Being Lonely,Backstreet Boys,6,45,24,47,-2
6/10/00,The Best Day,George Strait,31,53,20,62,-9
6/10/78,Can't Smile Without You,Barry Manilow,3,33,19,94,-61
6/10/78,Count On Me,Jefferson Starship,8,22,14,87,-65
6/10/78,Dust In The Wind,Kansas,6,60,20,96,-36
6/10/78,Fantasy,"Earth, Wind & Fire",32,81,15,100,-19
6/10/78,It's Late,Queen,74,74,5,99,-25
6/10/78,Lay Down Sally,Eric Clapton,3,65,23,97,-32
6/10/78,Stayin' Alive,Bee Gees,1,71,27,98,-27
6/10/78,Tumbling Dice,Linda Ronstadt,32,32,8,93,-61
6/10/78,Werewolves Of London,Warren Zevon,21,41,12,95,-54
6/10/72,An American Trilogy,Elvis Presley,66,70,6,71,-1
6/10/72,"Betcha By Golly, Wow","The Stylistics Featuring Russell Thompkins,Jr.",3,21,16,28,-7
6/10/72,Everything Good Is Bad,100 Proof Aged in Soul,45,45,11,56,-11
6/10/72,Giving Up,Donny Hathaway,81,85,5,81,4
6/10/72,I Got Some Help I Don't Need,B.B. King,92,92,6,92,0
6/10/72,I Gotcha,Joe Tex,2,20,21,26,-6
6/10/72,I Only Have Eyes For You,Jerry Butler,85,87,4,85,2
6/10/72,"Just As Long As You Need Me, Part I",Independents,84,84,5,84,0
6/10/72,The Young New Mexican Puppeteer,Tom Jones,80,80,7,82,-2
6/10/89,(Between A) Rock And A Hard Place,Cutting Crew,77,77,5,84,-7
6/10/89,Anything Can Happen,Was (Not Was),75,75,6,80,-5
6/10/89,Circle,Edie Brickell & New Bohemians,48,69,10,96,-27
6/10/89,Eternal Flame,The Bangles,1,72,19,83,-11
6/10/89,Heaven Help Me,Deon Estus With George Michael,5,73,16,90,-17
6/10/89,I Only Wanna Be With You,Samantha Fox,31,68,13,88,-20
6/10/89,I'll Be You,The Replacements,51,90,10,98,-8
6/10/89,Seventeen,Winger,26,83,16,89,-6
6/10/89,Shake It Up,Bad Company,82,99,8,97,2
6/10/95,Brooklyn Zoo,Ol' Dirty Bastard,54,87,16,97,-10
6/10/95,Everlasting Love,Gloria Estefan,27,63,20,77,-14
6/10/95,Feel So High,Des'ree,67,83,11,92,-9
6/10/95,If You Love Me,Brownstone,8,36,27,44,-8
6/10/95,Rodeo,95 South,77,89,18,94,-5
6/10/95,Tell Me When,The Human League,31,74,12,89,-15
6/10/95,"You Got It (From ""Boys On The Side"")",Bonnie Raitt,33,92,17,98,-6
6/9/79,Can't Keep A Good Man Down,Eddie Money,63,63,5,96,-33
6/9/79,Church,Bob Welch,73,76,3,73,3
6/9/79,Easy To Be Hard,Cheryl Barnes/Hair Soundtrack,64,64,7,74,-10
6/9/79,Head First,The Babys,77,77,3,77,0
6/9/79,I Don't Want Nobody Else (To Dance With You),Narada Michael Walden,47,89,11,100,-11
6/9/79,Knock On Wood,Amii Stewart,1,58,20,92,-34
6/9/79,Music Box Dancer,Frank Mills,3,99,20,99,0
6/9/79,My Love Is Music,Space,60,62,7,60,2
6/9/79,Such A Woman,Tycoon,26,56,13,91,-35
6/9/73,Armed And Extremely Dangerous,First Choice,28,47,14,58,-11
